category,product_name,mpn,confidence
RAM,Mushkin Essentials 16 GB,MES4U266KF16G,high
RAM,Kingston FURY Impact 8 GB,KF432S20IB8,high
RAM,G.Skill FORTIS 16 GB,F4-2133C15D-16GFT,high
RAM,Silicon Power SP064GBSFU320X22 64 GB,SP064GBSFU320X22,low
RAM,Corsair Vengeance Performance 8 GB,CMSX8GX4M1A2666C18,high
RAM,Kingston KVR24S17S6/4 4 GB,KVR24S17S64,high
RAM,Corsair Vengeance Performance 16 GB,CMSX16GX4M2A2666C18,high
RAM,G.Skill Ripjaws 32 GB,F4-2666C19S-32GRS,high
RAM,Corsair Vengeance Performance 8 GB,CMSX8GX4M1A2400C16,high
RAM,G.Skill Trident Z Royal 32 GB,F4-3600C18D-32GTRG,high
RAM,Crucial CT32G4SFD8266 32 GB,CT32G4SFD8266,low
RAM,Corsair Vengeance LPX 32 GB,CMK32GX4M2A2666C16R,high
RAM,Corsair Vengeance LPX 16 GB,CMK16GX4M4A2400C16,high
RAM,Corsair Vengeance RGB Pro 32 GB,CMW32GX4M4K4266C19,high
RAM,Corsair Dominator Platinum RGB 32 GB,CMT32GX4M4C3200C16W,high
RAM,Corsair Vengeance RGB Pro 64 GB,CMW64GX4M4K3600C18,high
RAM,Corsair Vengeance LPX 16 GB,CMK16GX4M4A2800C16,high
RAM,G.Skill Trident Z RGB 16 GB,F4-3200C16D-16GTZRN,high
RAM,Apacer Commando 32 GB,EK32GAVGEAK2,high
RAM,Corsair Dominator Platinum RGB 64 GB,CMT64GX4M2C3200C16,high
RAM,Corsair Vengeance LED 16 GB,CMU16GX4M2A2666C16B,high
RAM,OLOy OWL RGB 64 GB,ND4U3232161BHJDA,high
RAM,G.Skill Flare X 32 GB,F4-3200C16Q-32GFX,high
RAM,TEAMGROUP Night Hawk RGB Gen 2 32 GB,TF15D432G3200HC16CDC01,high
RAM,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 64 GB,TF9D464G3200HC16FDC01,high
RAM,Acer Predator Apollo RGB 32 GB,BL9BWWR240,high
RAM,TEAMGROUP T-Force Xtreem 32 GB,TXD432G3600HC16CQC01,high
RAM,TEAMGROUP T-Force Xtreem 32 GB,TXD432G4000HC18EQC01,high
RAM,Patriot Viper Venom RGB 16 GB,PVR416G360C8K,high
RAM,GALAX HOF 16 GB,HOF4CXLBS3200H14HD162C,high
RAM,Corsair Vengeance RGB 16 GB,CMR16GX4M2D3000C16W,high
RAM,Corsair Vengeance RGB 32 GB,CMR32GX4M4D3000C16,high
RAM,Neo Forza FAYE 32 GB,NMUD416E82-3000DG20,high
RAM,Neo Forza FAYE 16 GB,NMUD416E82-3200DG10,high
RAM,Neo Forza FAYE 8 GB,NMUD480E82-3200DG10,high
RAM,Crucial Ballistix Tactical 8 GB,BLT2K4G4D30AETA,high
RAM,Neo Forza FAYE 16 GB,NMUD480E82-4400GG20,high
RAM,OLOy MD4U163216CGSA 16 GB,MD4U163216CGSA,low
RAM,GeIL Orion RGB AMD Edition 16 GB,GAOSR416GB3200C16BDC,high
RAM,V-Color Prism Pro 16 GB,TL8G36818D-E6PRWWK,high
RAM,V-Color Prism Pro 32 GB,TL1636818A-E6PRWWK,high
RAM,OLOy WarHawk RGB 32 GB,MD4U163216BDDA,high
RAM,ADATA Flame 4 GB,AX4U2400W4G16-SBF,high
RAM,TEAMGROUP Elite 16 GB,TED416G3200C22DC016,high
RAM,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,TF9D416G2400HC1601,high
RAM,OLOy WarHawk RGB 64 GB,ND4U1636161DCWQX,high
RAM,ADATA XPG Z1 16 GB,AX4U320038G16A-DBZ,high
RAM,Corsair Vengeance LPX 32 GB,CMK32GX4M2D3600C18R,high
RAM,Corsair Dominator Platinum RGB 16 GB,CMT16GX4M2K4000C19W,high
RAM,GeIL Orion AMD Edition 16 GB,GAOG416GB3000C16ADC,high
RAM,ADATA XPG GAMMIX D45 16 GB,AX4U320016G16A-CBKD45,high
RAM,ADATA XPG GAMMIX D45 32 GB,AX4U320032G16A-CBKD45,high
RAM,ADATA XPG GAMMIX D45 16 GB,AX4U320016G16A-CWHD45,high
RAM,Patriot Viper 4 Blackout 16 GB,PVB416G413C8K,high
RAM,PNY XLR8 Gaming EPIC-X RGB 64 GB,MD32GK2D4320016XRGB-X2,high
RAM,TEAMGROUP T-Force Zeus 32 GB,TTZD432G3200HC16FDC-S01,high
RAM,G.Skill Ripjaws V 16 GB,F4-2800C17D-16GVR,high
RAM,G.Skill Trident Z 16 GB,F4-4133C19D-16GTZC,high
RAM,Corsair Dominator Platinum Chrome 32 GB,CMD32GX4M4C3200C14C,high
RAM,Mushkin Blackline 16 GB,MBB4U240FFFF16GX2,high
RAM,Mushkin Silverline 8 GB,MSL4U266KF4GX2,high
RAM,Mushkin Silverline 32 GB,MSL4U320NF16GX2,high
RAM,TEAMGROUP T-Create Classic 16 GB,TTCCD416G2666HC19DC01,high
RAM,TEAMGROUP T-Force Xtreem 16 GB,TXKD416G4000HC18EDC01,high
RAM,ADATA XPG Z1 8 GB,AX4U2400W4G16DRZ,high
RAM,ADATA XPG Z1 32 GB,AX4U2800W8G17QRZ,high
RAM,Kingston HX426C13PB3K2/16 16 GB,HX426C13PB3K216,high
RAM,Kingston HyperX Predator RGB 8 GB,HX432C16PB3A8,high
RAM,Kingston HyperX Predator RGB 32 GB,HX436C17PB4AK432,high
RAM,Crucial Ballistix Sport LT 16 GB,BLS2K16G4D26BFSC,high
RAM,G.Skill Flare X 16 GB,F4-2133C15D-16GFX,high
RAM,G.Skill Ripjaws 4 32 GB,F43000C15Q32GRK,high
RAM,Kingston HyperX Predator 64 GB,HX432C16PB3K264,high
RAM,Corsair Dominator Platinum 16 GB,CMD16GX4M4B3000C15,high
RAM,Acer UD100 4 GB,BL9BWWA219,high
RAM,OLOy MD4U082619BBSA 8 GB,MD4U082619BBSA,low
RAM,Kingston FURY 16 GB,HX432C16FB416,high
RAM,G.Skill Ripjaws V 16 GB,F4-3600C14D-16GVKA,high
RAM,G.Skill Sniper X 32 GB,F4-3200C16D-32GSXWB,high
RAM,G.Skill Trident Z Royal 32 GB,F4-3600C14D-32GTRSA,high
RAM,ADATA XPG SPECTRIX D35G RGB 32 GB,AX4U320032G16A-SBKD35G,high
RAM,ADATA XPG SPECTRIX D35G RGB 32 GB,AX4U360016G18I-DTWHD35G,high
RAM,Corsair Dominator Platinum RGB 64 GB,CMT64GX4M4Z3600C16,high
RAM,G.Skill Aegis 8 GB,F4-2800C17S-8GIS,high
RAM,G.Skill Trident Z Neo 32 GB,F4-4000C16D-32GTZN,high
RAM,G.Skill Trident Z RGB 16 GB,F4-3200C14D-16GTZRX,high
RAM,Thermaltake TOUGHRAM RC 16 GB,RA24D408GX2-4000C19A,high
RAM,Klevv CRAS 32 GB,KM4C8GX4N-2800-16-16-16-36-1,high
RAM,Timetec PINNACLE Konduit RGB 16 GB,PKMD4U32C16CHB8GK2,high
RAM,Kingston FURY 16 GB,HX434C17FB416,high
RAM,Corsair Vengeance LPX 16 GB,CMK16GX4M4A2666C16B,high
RAM,TEAMGROUP Elite Plus 32 GB,TPD432GM2133HC15QC01,high
RAM,Corsair Dominator Platinum 64 GB,CMD64GX4M8A2666C15,high
RAM,TEAMGROUP T-Force T1 16 GB,TTD416G2666C18HDC01,high
RAM,G.Skill Ripjaws 4 16 GB,F43200C15Q16GRKD,high
RAM,Crucial Ballistix Elite 16 GB,BLE2K8G4D26AFEA,high
RAM,TEAMGROUP T-Force Vulcan Z 8 GB,TLZGD48G3000HC16C01,high
RAM,TEAMGROUP T-Force Vulcan Z 8 GB,TLZGD48G3000HC16CDC01,high
RAM,TEAMGROUP T-Force Vulcan Z 8 GB,TLZRD48G3200HC16C01,high
RAM,Silicon Power XPOWER Zenith RGB Gaming 16 GB,SP016GXLZU320BSD,high
RAM,Silicon Power XPOWER AirCool 8 GB,SP008GXLZU320B0A,high
RAM,Silicon Power SP032GBLFU266X02 32 GB,SP032GBLFU266X02,low
RAM,Silicon Power SP016GBLFU320X22 16 GB,SP016GBLFU320X22,low
RAM,ADATA AX4U3000W8G16-QGZ 32 GB,AX4U3000W8G16QGZ,high
RAM,Silicon Power SP016GBLFU240B02 16 GB,SP016GBLFU240B02,low
RAM,Kingston HyperX Fury 16 GB,HX432C18FB16,high
RAM,Silicon Power XPOWER Turbine 16 GB,SP016GXLZU266BDA,high
RAM,Silicon Power XPOWER Turbine 16 GB,SP016GXLZU360BDA,high
RAM,Kingston HyperX Predator 8 GB,HX430C15PB3K28,high
RAM,Crucial Ballistix Sport LT 32 GB,BLS4K8G4D240FSB,high
RAM,Avexir Core 16 GB,AVD4U26661504G4CIR,high
RAM,Klevv BOLT 4 GB,KM4B8GX1N-2400-15-15-15-35-0,high
RAM,Timetec 75TT32NU2R8-16GK2 32 GB,75TT32NU2R8-16GK2,low
RAM,G.Skill Trident Z Neo 32 GB,F4-3800C18D-32GTZN,high
RAM,G.Skill Trident Z Royal Elite 32 GB,F4-4000C18D-32GTES,high
RAM,Lexar Ares RGB 16 GB,LD4EU016G-R4000GDWA,high
RAM,Lexar Ares RGB 32 GB,LD4EU008G-R3866GDLA,high
RAM,Patriot Viper Venom RGB 16 GB,PVR416G300C5KW,high
RAM,Patriot Viper Venom RGB 16 GB,PVR416G413C9K,high
RAM,Corsair Vengeance LPX 16 GB,CMK16GX4M2Z4000C16,high
RAM,Patriot Signature Premium 8 GB,PSP48G2400KH1,high
RAM,OLOy Blade RGB 16 GB,MD4U0832162BRWDE,high
RAM,ADATA XPG GAMMIX D10 32 GB,AX4U240038G16-QBG,high
RAM,ADATA XPG GAMMIX D10 8 GB,AX4U2400W4G16-DBG,high
RAM,ADATA XPG GAMMIX D10 16 GB,AX4U3000316G16-SBG,high
RAM,ADATA XPG GAMMIX D10 8 GB,AX4U300038G16-BBG,high
RAM,Mushkin Enhanced Redline Stiletto 64 GB,MRF4U320GJJM32GX2,high
RAM,G.Skill Trident Z Royal 16 GB,F4-3600C17D-16GTRS,high
RAM,Crucial Ballistix Sport LT 32 GB,BLS4K8G4D240FSEK,high
RAM,GeIL EVO POTENZA 8 GB,GPR48GB2400C16DC,high
RAM,Thermaltake TOUGHRAM XG RGB 16 GB,R016D408GX2-3600C18A,high
RAM,Thermaltake TOUGHRAM XG RGB 32 GB,RG06D416GX2-3600C18B,high
RAM,Corsair Vengeance RGB 32 GB,CMR32GX4M4C3000C15W,high
RAM,G.Skill Trident Z Royal 16 GB,F4-3600C18D-16GTRG,high
RAM,PNY Anarchy 16 GB,MD16GK2D4213315AR,high
RAM,G.Skill Ripjaws 4 8 GB,F42666C15D8GRR,high
RAM,PNY Anarchy X 16 GB,MD16GK4D4280016AXR,high
RAM,PNY Anarchy 8 GB,MD8GK2D4240015AB,high
RAM,PNY Anarchy 8 GB,MD8GSD4240015AR,high
RAM,Mushkin Essentials 16 GB,997183,high
RAM,Corsair Vengeance LPX 32 GB,CMK32GX4M2C3333C16,high
RAM,Kingston HyperX Fury 16 GB,HX424C15FR2K216,high
RAM,Corsair Vengeance LPX 8 GB,CMK8GX4M1A2666C16R,high
RAM,Corsair Vengeance RGB Pro 32 GB,CMW32GX4M4A2666C16W,high
RAM,OLOy MD4U0836180BHRDA 16 GB,MD4U0836180BHRDA,low
RAM,Corsair Vengeance LPX 8 GB,CMK8GX4M2C3000C16,high
RAM,Kingston HyperX Savage 16 GB,HX428C14SBK216,high
RAM,Kingston HyperX Savage 8 GB,HX428C14SB8,high
RAM,Corsair Vengeance LPX 16 GB,CMK16GX4M2C3200C16S,high
RAM,G.Skill Ripjaws V 64 GB,F42400C15Q64GVR,high
RAM,Corsair Vengeance LPX 64 GB,CMK64GX4M4B3000C15,high
RAM,Corsair Dominator Platinum RGB 64 GB,CMT64GX4M2E3200C16,high
RAM,Crucial Ballistix Sport LT 16 GB,BLS16G4D26BFSC,high
RAM,Corsair Vengeance LPX 128 GB,CMK128GX4M8E3200C16,high
RAM,Crucial Ballistix RGB 32 GB,BL2K16G32C16U4RL,high
RAM,Crucial Ballistix RGB 16 GB,BL2K8G32C16U4RL,high
RAM,TEAMGROUP Elite Plus 16 GB,TPRD416G2400HC16QC01,high
RAM,TEAMGROUP Elite Plus 8 GB,TPRD48G3200HC22DC01,high
RAM,TEAMGROUP Elite Plus 16 GB,TPRD416G3200HC22DC016,high
RAM,TEAMGROUP Elite Plus 32 GB,TPRD432G3200HC22DC02,high
RAM,TEAMGROUP T-Force Vulcan Z 8 GB,TLZRD48G3200HC16F01,high
RAM,GeIL EVO X II AMD 16 GB,GAEXSY48GB2666C19DC,high
RAM,G.Skill Trident Z Royal 32 GB,F4-4600C20D-32GTRG,high
RAM,Corsair Vengeance LPX 8 GB,CMK8GX4M2B4000C19R,high
RAM,G.Skill Ripjaws V 16 GB,F42400C15D16GVB,high
RAM,G.Skill TridentZ RGB 16 GB,F4-4600C19D-16GTZRE,high
RAM,G.Skill Trident Z Royal 32 GB,F4-4600C20D-32GTRS,high
RAM,Kingston Savage 32 GB,HX424C14SBK232,high
RAM,Klevv BOLT X 16 GB,KD4AGU880-36A180T,high
RAM,GeIL EVO POTENZA 8 GB,GPR48GB2133C15DC,high
RAM,OLOy MD4U083216BHDA 16 GB,MD4U083216BHDA,low
RAM,G.Skill Ripjaws V 64 GB,F43200C15Q64GVK,high
RAM,G.Skill Ripjaws V 32 GB,F43000C14D32GVK,high
RAM,Corsair Vengeance LPX 128 GB,CMK128GX4M8A2666C16,high
RAM,G.Skill Ripjaws V 32 GB,F43200C14D32GVR,high
RAM,G.Skill Ripjaws V 32 GB,F43200C15D32GVR,high
RAM,G.Skill Ripjaws V 16 GB,F43200C14D16GVR,high
RAM,Crucial Ballistix Sport LT 16 GB,BLS2K8G4D240FSC,high
RAM,ADATA XPG SPECTRIX D41 16 GB,AX4U300038G16-DR41,high
RAM,OLOy WarHawk RGB 32 GB,MD4U083216BEQA,high
RAM,G.Skill Aegis 32 GB,F4-2400C15Q-32GIS,high
RAM,Kingston Savage 8 GB,HX424C12SB28,high
RAM,Corsair Vengeance LPX 64 GB,CMK64GX4M8B3200C16,high
RAM,G.Skill Ripjaws V 32 GB,F43600C17Q32GVK,high
RAM,Mushkin Essentials 16 GB,MES4U213FF16G28,high
RAM,Mushkin Silverline 16 GB,MSL4U213FF8G18X2,high
RAM,Kingston HyperX Predator RGB 16 GB,HX429C15PB3AK216,high
RAM,Kingston FURY 32 GB,HX424C15FB2K432,high
RAM,ADATA XPG GAMMIX D10 16 GB,AX4U320016G16A-SB10,high
RAM,TEAMGROUP TED48G2400C1601 8 GB,TED48G2400C1601,low
RAM,G.Skill Value 32 GB,F4-2666C19S-32GNT,high
RAM,OLOy WarHawk RGB 8 GB,MD4U083618BESA,high
RAM,Corsair Vengeance RGB Pro SL 32 GB,CMH32GX4M2K4000C18,high
RAM,Corsair Vengeance LPX 128 GB,CMK128GX4M4A2400C16,high
RAM,OLOy MD4U082417BBST 8 GB,MD4U082417BBST,low
RAM,Corsair Vengeance LED 32 GB,CMU32GX4M4C3000C15R,high
RAM,Corsair Vengeance LED 32 GB,CMU32GX4M2A2666C16R,high
RAM,Corsair Vengeance LED 32 GB,CMU32GX4M2C3000C15R,high
RAM,TEAMGROUP T-Force Vulcan Z 32 GB,TLZRD432G2666HC18HDC01,high
RAM,Corsair Vengeance RGB Pro 64 GB,CMW64GX4M4D3000C16,high
RAM,G.Skill Trident Z 32 GB,F4-3200C15Q-32GTZSW,high
RAM,G.Skill Trident Z 16 GB,F4-3200C14D-16GTZSW,high
RAM,ADATA XPG SPECTRIX D41 16 GB,AX4U266638G16-DR41,high
RAM,ADATA XPG SPECTRIX D80 16 GB,AX4U320038G16-DR80,high
RAM,G.Skill Trident Z Royal 32 GB,F4-4000C15Q-32GTRS,high
RAM,Crucial Ballistix Elite 32 GB,BLE4K8G4D40BEEAK,high
RAM,TEAMGROUP T-Force Delta RGB 16 GB,TF4D416G3600HC14CDC01,high
RAM,TEAMGROUP T-Force Delta RGB 16 GB,TF4D416G4000HC18JDC01,high
RAM,G.Skill Value 8 GB,F4-2133C15S-8GNS,high
RAM,TEAMGROUP T-Force Xtreem ARGB 32 GB,TF10D432G3600HC18JDC01,high
RAM,Patriot Viper Steel 16 GB,PVS416G360C4K,high
RAM,Kingston Predator 64 GB,HX424C12PB3K464,high
RAM,Corsair Vengeance RGB RT 16 GB,CMN16GX4M2Z3600C18W,high
RAM,Corsair Vengeance RGB RT 64 GB,CMN64GX4M4Z3600C18,high
RAM,Corsair Vengeance RGB RT 32 GB,CMN32GX4M4Z3200C16,high
RAM,Corsair Vengeance RGB RT 32 GB,CMN32GX4M4Z3600C18,high
RAM,G.Skill TridentZ RGB 32 GB,F4-4266C16D-32GTZR,high
RAM,Patriot PSD48G2400K 8 GB,PSD48G2400K,low
RAM,HP V10 RGB 16 GB,54N61AAABC,high
RAM,HP V8 RGB 16 GB,8MG02AAABC,high
RAM,Patriot Viper Steel 16 GB,PVS416G386C8K,high
RAM,Mushkin Redline 16 GB,MRE4U320NNNF8GX2,high
RAM,GeIL Orion RGB AMD Edition 16 GB,GAOSR416GB3200C16ADC,high
RAM,G.Skill Trident Z RGB 16 GB,F4-3000C14D-16GTZR,high
RAM,G.Skill Trident Z RGB 16 GB,F4-3600C16D-16GTZR,high
RAM,G.Skill Trident Z RGB 16 GB,F4-3466C16D-16GTZR,high
RAM,V-Color Prism RGB 16 GB,TL48G32S8KGRGB16,high
RAM,Corsair Vengeance LPX 16 GB,CMK16GX4M2B3200C16S,high
RAM,Crucial Ballistix Sport AT 8 GB,BLS8G4D30CESTK,high
RAM,Lexar Hades OC 16 GB,LD4BU016G-R3600GS0H,high
RAM,Corsair Vengeance LED 16 GB,CMU16GX4M2C3200C16B,high
RAM,GeIL Evo X II RGB SYNC 16 GB,GEXSB416GB3000C16ADC,high
RAM,OLOy OWL RGB 64 GB,ND4U3236181BHVDA,high
RAM,TEAMGROUP Elite Plus 16 GB,TPD416G3200HC2202,high
RAM,Patriot Viper 4 16 GB,PV416G340C6K,high
RAM,ADATA XPG GAMMIX D10 16 GB,AX4U320038G16-DR10,high
RAM,TEAMGROUP Elite Plus 32 GB,TPD432G3200HC22DC01,high
RAM,Kingston Fury Beast RGB Special Edition 16 GB,KF432C16BWAK216,high
RAM,Crucial Ballistix Tactical Tracer RGB 16 GB,BLT2K8G4D32AET4K,high
RAM,TEAMGROUP T-Force Vulcan Z 16 GB,TLZRD416G3000HC16FDC01,high
RAM,TEAMGROUP T-Force Vulcan Z 64 GB,TLZRD464G3200HC16CDC01,high
RAM,TEAMGROUP T-Force Vulcan Z 32 GB,TLZGD432G3600HC14CDC01,high
RAM,TEAMGROUP T-Force Vulcan Z 16 GB,TLZGD416G3600HC20DDC01,high
RAM,TEAMGROUP T-Force Delta RGB 32 GB,TF4D432G3600HC18J01,high
RAM,TEAMGROUP T-Force Delta RGB 16 GB,TF3D416G3600HC14CDC01,high
RAM,TEAMGROUP Elite Plus 8 GB,TPRD48G2666HC1901,high
RAM,OLOy WarHawk RGB 16 GB,MD4U163216BESA,high
RAM,G.Skill TridentZ RGB 16 GB,F4-4266C19D-16GTZRC,high
RAM,G.Skill TridentZ RGB 128 GB,F4-2666C19Q-128GTZR,high
RAM,G.Skill Trident Z 64 GB,F4-3466C16Q-64GTZ,high
RAM,Crucial Ballistix Sport LT 8 GB,BLS2K4G4D240FSE,high
RAM,Corsair Vengeance RGB Pro 128 GB,CMW128GX4M4Z3200C16,high
RAM,OLOy Blade 16 GB,ND4U0840180BRQDE,high
RAM,Lexar Hades RGB 8 GB,LD4BU008G-R3200USLH,high
RAM,Corsair Vengeance LPX 16 GB,CMK16GX4M2Z4866C18,high
RAM,Crucial Ballistix Sport LT 32 GB,BLS2K16G4D30AESC,high
RAM,Kingston HyperX Fury RGB 32 GB,HX430C15FB3AK432,high
RAM,Kingston HyperX Fury RGB 8 GB,HX434C16FB3A8,high
RAM,Kingston HyperX Fury RGB 16 GB,HX434C16FB3AK216,high
RAM,Kingston HyperX Fury RGB 16 GB,HX426C16FB3A16,high
RAM,Kingston HyperX Fury RGB 64 GB,HX430C15FB3AK464,high
RAM,Kingston HyperX Fury 16 GB,HX421C14FR16,high
RAM,Kingston FURY Renegade 32 GB,KF442C19RB1K232,high
RAM,Apacer AU 8 GB,AU08GGB24CEYBGH,high
RAM,G.Skill Aegis 16 GB,F4-2800C17D-16GIS,high
RAM,ADATA XPG SPECTRIX D50 16 GB,AX4U320016G16A-SW50,high
RAM,TEAMGROUP T-Force Dark Z 16 GB,TDZGD416G3200HC16CDC01,high
RAM,GeIL Orion AMD Edition 32 GB,GAOR432GB3200C16ADC,high
RAM,TEAMGROUP T-Force Dark Pro 16 GB,TDPPD416G3200HC14ADC01,high
RAM,Kingston FURY Beast 16 GB,KF437C19BBK216,high
RAM,TEAMGROUP T-Force Dark Z 16 GB,TDZRD416G3000HC16CDC01,high
RAM,Kingston Fury Renegade RGB 8 GB,KF432C16RBA8,high
RAM,HP V6 16 GB,7TE46AAABC,high
RAM,Corsair Vengeance RGB RS 128 GB,CMG128GX4M4E3200C16,high
RAM,Silicon Power SP016GBSFU240B22 16 GB,SP016GBSFU240B22,low
RAM,Crucial Ballistix Sport LT 8 GB,BLS2K4G4D26BFSB,high
RAM,Corsair Dominator Platinum RGB 32 GB,CMT32GX4M4Z3200C16,high
RAM,Corsair Vengeance LPX 16 GB,CMK16GX4M2Z4000C18,high
RAM,G.Skill Trident Z 64 GB,F4-3300C16Q-64GTZKW,high
RAM,ADATA ADATA 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model AX4U3000316G16-DRG 32 GB,AX4U3000316G16-DRG,low
RAM,Corsair Vengeance RGB 32 GB,CMR32GX4M2D3200C16,high
RAM,TEAMGROUP T-Force Vulcan 8 GB,TLGD48G2666HC15B01,high
RAM,TEAMGROUP Elite Plus 16 GB,TPRD416G2400HC1601,high
RAM,GOODRAM IRDM PRO 8 GB,IRP-C3600D4V64L18S8G,high
RAM,GOODRAM IRDM PRO 32 GB,IRP-C3600D4V64L1832GDC,high
RAM,GOODRAM IRDM PRO 8 GB,IRP-3600D4V64L17S8G,high
RAM,GOODRAM IRDM PRO 16 GB,IRP-3600D4V64L1716G,high
RAM,Corsair Vengeance RGB 128 GB,CMR128GX4M8Z2933C16,high
RAM,Kingston HyperX Fury 64 GB,HX434C17FB3K264,high
RAM,Avexir Blitz 16 GB,AVD4UZ132001608G-2BZ1SW,high
RAM,Kingston HyperX Fury 16 GB,HX426C16FR16,high
RAM,Kingston HyperX Impact 32 GB,HX426S15IB2K232,high
RAM,Kingston FURY Beast 32 GB,RFBB14-32C16K232,high
RAM,Kingston FURY Beast 32 GB,RFBB4-36C18K232,high
RAM,OLOy MD4U163016CGDA 32 GB,MD4U163016CGDA,low
RAM,G.Skill Trident Z 16 GB,F4-3200C15D-16GTZKW,high
RAM,Crucial Ballistix 16 GB,BL2K8G26C16U4W,high
RAM,Corsair Vengeance RGB Pro 64 GB,CMW64GX4M4K3600C18W,high
RAM,G.Skill Trident Z Royal 128 GB,F4-3200C14Q-128GTRG,high
RAM,Patriot Viper Elite 16 GB,PVE416G280C6KBL,high
RAM,Mushkin Redline 64 GB,MRC4U320EJJP32GX2,high
RAM,Corsair Vengeance RGB Pro 128 GB,CMW128GX4M8A2666C16,high
RAM,GeIL SUPER LUCE RGB SYNC Series TUF Gaming Alliance AMD Edition 16 GB,GALTS416GB3200C16ADC,high
RAM,GeIL EVO SPEAR 16 GB,GASB416GB3000C16ADC,high
RAM,TEAMGROUP Elite 32 GB,TED432G3200C22-S01,high
RAM,Kingston KCP424SS8/8 8 GB,KCP424SS88,high
RAM,Corsair ValueSelect 8 GB,CMSO8GX4M1A2133C15,high
RAM,Mushkin Essentials 4 GB,MES4S213FF4G18,high
RAM,G.Skill Ripjaws 64 GB,F4-2666C19D-64GRS,high
RAM,Kingston ValueRAM 16 GB,KVR21S15S8K216,high
RAM,Kingston HX432S20IB/16 16 GB,HX432S20IB16,high
RAM,ADATA XPG SPECTRIX D60G 16 GB,AX4U360038G17-DT60,high
RAM,G.Skill F4-4000C19D-32GTZSW 32 GB,F4-4000C19D-32GTZSW,low
RAM,V-Color TN416G32D822 16 GB,TN416G32D822,low
RAM,Thermaltake TOUGHRAM RGB 16 GB,R022D408GX2-4400C19A,high
RAM,G.Skill NT 16 GB,F42400C15D16GNT,high
RAM,G.Skill Ripjaws 32 GB,F42666C18D32GRS,high
RAM,G.Skill Trident Z RGB 32 GB,F4-3000C14D-32GTZR,high
RAM,Patriot Viper Elite 32 GB,PVE432G280C6KRD,high
RAM,Corsair Vengeance LED 16 GB,CMU16GX4M2C3000C15B,high
RAM,G.Skill Trident Z RGB 128 GB,F4-2666C18Q-128GTZR,high
RAM,G.Skill Sniper X 16 GB,F4-3200C16D-16GSXFB,high
RAM,Kingston FURY Beast 8 GB,KF426C16BBK28,high
RAM,Kingston FURY Impact 64 GB,KF426S16IBK264,high
RAM,G.Skill Ripjaws 32 GB,F42133C15Q32GRB,high
RAM,Apacer Panther Silver 8 GB,EK08G2TGEF,high
RAM,Apacer Commando 16 GB,EK16GATGEAK2,high
RAM,Apacer Commando 16 GB,EK16GATKEAK4,high
RAM,Corsair Dominator Platinum RGB 16 GB,CMT16GX4M2C3466C16,high
RAM,Corsair Vengeance RGB Pro SL 16 GB,CMH16GX4M2Z4000C18,high
RAM,Corsair Vengeance RGB Pro 16 GB,CMW16GX4M2Z4000C16,high
RAM,Corsair Dominator Platinum RGB 128 GB,CMT128GX4M8C3200C16,high
RAM,PNY XLR8 Gaming EPIC-X RGB 16 GB,MD16GK2D4400018XRGB,high
RAM,PNY XLR8 Gaming EPIC-X RGB 16 GB,MD16GK2D4440019XRGB,high
RAM,Corsair Vengeance LPX 16 GB,CMK16GX4M1C3000C16,high
RAM,TEAMGROUP T-Create Expert 16 GB,TTCED416G3600HC14CDC01,high
RAM,Crucial CT2K4G4DFS8266 8 GB,CT2K4G4DFS8266,low
RAM,ADATA XPG SPECTRIX D41 16 GB,AX4U300038G16A-DR41,high
RAM,ADATA XPG GAMMIX D30 32 GB,AX4U3200316G16-DR30,high
RAM,ADATA XPG GAMMIX D30 16 GB,AX4U320038G16-DB30,high
RAM,Acer Predator Apollo RGB 16 GB,BL9BWWR225,high
RAM,Acer Predator Apollo RGB 32 GB,BL9BWWR237,high
RAM,OLOy OWL 32 GB,ND4U1630160DHTDA,high
RAM,Corsair Vengeance RGB Pro SL 16 GB,CMH16GX4M2Z3600C16,high
RAM,ADATA XPG Z1 16 GB,AX4U36008G18I-DSZ1,high
RAM,Crucial Ballistix Elite 8 GB,BLE2K4G4D30AEEA,high
RAM,G.Skill Trident Z Royal 64 GB,F4-3600C16Q-64GTRG,high
RAM,Corsair Dominator Platinum RGB 32 GB,CMT32GX4M2C3600C18,high
RAM,TEAMGROUP T-Force Dark 16 GB,TDGED416G2400HC14QC01,high
RAM,TEAMGROUP T-Force Dark 64 GB,TDGED464G2400HC15BQC01,high
RAM,G.Skill Trident Z Neo (For AMD Ryzen) 16 GB,F4-4000C18D-16GTZN,high
RAM,Lexar Hades RGB 16 GB,LD4BU016G-R3200GSLH,high
RAM,Lexar Hades OC 16 GB,LD4BU016G-R3600US0H,high
RAM,Lexar Hades OC 8 GB,LD4BU008G-R3200US0H,high
RAM,V-Color Prism Pro 32 GB,TL1632816A-E6PRSWK,high
RAM,V-Color Prism Pro 32 GB,TL1632816A-E6PRKWK,high
RAM,TEAMGROUP T-Force Vulcan 32 GB,TLGD432G3000HC16CQC01,high
RAM,G.Skill Trident Z 128 GB,F4-3866C19Q2-128GTZKK,high
